titulo,autor,tema,mes
Centro de Santos tem ruas interditadas para gravacoes de filme,Hugo Sousa,filmes,1
Criolo samba nos tempos de Noel Rosa Cartola e Nelson Sargento,Maria Julia,filmes,4
74a edicao do Festival Cannes comeca nesta terca-feira (6) e traz 24 filmes na disputa por Palma de Ouro,Francisco Jose,filmes,3
'Red Rocket' filme sobre ex-ator porno que cria confusao no Texas estreia no Festival de Cannes,Teodora Alves,filmes,1
Baianos desenvolvem animacao sobre Maria Quiteria e fazem financiamento coletivo para segunda parte do filme; VIDEO,Hugo Sousa,filmes,3
Filmes de 2021 2o semestre tem 'Duna' 'Esquadrao Suicida' e novo '007' entre destaques das estreias,Maria Clara,filmes,4
Secretario de Ciencia e Tecnologia do RJ e investigado em esquema de desvio de dinheiro,Sebastiao Silva,ciencia e tecnologia,7
Veja trailers de filmes,Maria Clara,filmes,2
Cinema gratuito no CCBB exibicao de filmes de Steve McQueen termina domingo,Douglas Santos,filmes,3
Mostra de cinema 'Exibe' disponibiliza filmes de forma gratuita e online em Barbacena,Maria Julia,filmes,2
Projeto Cinema em Debate exibe filme sobre povo indigena potiguar em escolas do RN,Douglas Santos,filmes,1
'Em Cena' veja dicas de filmes nacionais para assistir em casa,Hugo Sousa,filmes,4
Atriz Mayana Neiva recebe primeira dose da vacina contra a Covid-19 em Joao Pessoa,Maria Julia,filmes,7
Mostra online de cinema comeca nesta quinta exibindo filmes sobre Sao Joao,Miguel Angelo,filmes,4
'Viuva Negra' novo filme da Marvel estreia em cinemas da Paraiba,Pedro Henrique,filmes,2
Adolescentes suspeitos de furto a loja sao detidos com mascaras de filmes e 66 pecas de roupas em Boa Vista,Hugo Sousa,filmes,2
Grupo de Hortolandia realiza apresentacao on-line com temas de trilhas sonoras de filmes,Sasha Ferreira,filmes,6
Veja as 59 vagas de emprego oferecidas no Sine de Campina Grande a partir desta segunda (15),Teodora Alves,ciencia e tecnologia,5
'Solitude' animacao feita no Amapa leva a busca pelo autoconhecimento as telonas,Pedro Henrique,filmes,6
Matt Damon lanca filme inspirado no caso de Amanda Knox em Cannes,Hugo Sousa,filmes,6
'Viuva Negra' novo filme da Marvel esta em cartaz em Rio Branco,Miguel Angelo,filmes,5
Mostra de cinema exibe filmes com tematica negra e indigena ate 20 de junho,Maria Julia,filmes,3
Festival Imagem-Movimento vai exibir mais de 50 filmes pela internet; veja a programacao,Teodora Alves,filmes,4
O filme que definiu o thriller erotico nos anos 90 e acabou matando o genero,Sasha Ferreira,filmes,1
Em Cena Mostra gratuita apresenta filmes sobre problemas da Amazonia,Pedro Henrique,filmes,3
Com LeBron James 'Space Jam Um novo legado' lidera bilheterias nos EUA e Canada,Sasha Ferreira,filmes,7
'Viuva Negra' e 'Velozes e Furiosos' permanecem em cartaz no Acre,Sasha Ferreira,filmes,5
'Em Cena Cinema' traz mostra com filmes de graca para curtir em casa,Maria Julia,filmes,4
Jovens de ate 24 anos do Oeste Paulista podem se inscrever para cursos gratuitos de qualificacao profissional do Novotec,Thales Peres,ciencia e tecnologia,3
Confira as dicas para o seu fim de semana no "Em Cena Filmes",Maria Julia,filmes,3
Em Cena veja os filmes que chegam aos cinemas da regiao nesta quinta-feira,Pedro Henrique,filmes,3
Paratleta do DF conquista medalha de ouro em torneio mundial de canoagem 'Passou um filme da minha vida e tudo que passei para chegar aqui',Hugo Sousa,filmes,7
'Em Cena Cinema' Diego Lima traz dicas de filmes disponiveis no Globoplay,Pedro Henrique,filmes,4
Cinema frances ainda e viciado em mostrar fumantes nos filmes revela pesquisa,Hugo Sousa,filmes,3
Festival Imagem-Movimento do Amapa seleciona filmes para exibicao on-line,Maria Clara,filmes,5
Filmagens do curta 'Anayde' sao finalizadas e filme aborda lado poetico da vida da paraibana,Francisco Jose,filmes,2
'Invocacao do mal 3 A ordem do demonio' estreia nesta quinta; relembre filmes da franquia,Tiago Calisto,filmes,5
JEC empata sem gols na serie D,Pedro Henrique,series,3
Serie documental celebra o Dia Mundial de Protecao aos Manguezais,Francisco Jose,series,1
CPI da Covid Ministro Nunes Marques suspende quebra de sigilo de Elcio Franco,Miguel Angelo,ciencia e tecnologia,3
Quem e Naomi Osaka ativista e estrela do tenis com direito a serie e boneca Barbie,Tiago Calisto,series,5
Gabriel Elias abre serie de sete singles ineditos com 'Baby doll' faixa produzida por Paul Ralphes,Maria Clara,series,5
Fotografa e tecnica em enfermagem jovem une paixoes para retratar colegas dentro de UTI Covid em Campinas,Thales Peres,series,5
Advogado filmado ao levar serie de socos de policial diz a corregedoria que foi ameacado de morte pelo agressor diz OAB,Francisco Jose,series,6
Quem vive ali? Serie mostra a realidade de quem mora em locais isolados pelo Brasil,Sasha Ferreira,series,5
Sobrevida serie especial aborda meio ambiente e sustentabilidade,Hugo Sousa,series,2
Aulas de todas as series da rede privada sao retomadas no formato presencial em Sergipe,Thales Peres,series,4
O Japao pelos seculos conheca e entenda alguns simbolos da cultura e da arte do pais dos Jogos Olimpicos,Francisco Jose,animes japoneses,3
Conheca o universo dos animes e a importancia para a cultura e economia do Japao,Tiago Calisto,animes japoneses,2
Camara aprova projeto que coloca a Catsu convencao de animes e tokusatsus no calendario oficial de Uberlandia,Sebastiao Silva,animes japoneses,6
Secretaria de Educacao da BA abre inscricoes para exame de certificacao de estudantes concluintes do Ensino Medio 2020,Thales Peres,educacao,7
Casimiro de Abreu RJ realiza censo populacional de caes e gatos,Miguel Angelo,educacao,6
CIEE abre 68 vagas para estagio em cinco areas na Paraiba,Miguel Angelo,ciencia e tecnologia,2
Bom Dia Cidade visita um dos maiores jardins japoneses do estado,Douglas Santos,animes japoneses,3
Patrocinadores japoneses enfrentam dilema diante dos 'Jogos da Pandemia',Tiago Calisto,animes japoneses,7
Japoneses tem papel de destaque na producao de hortifrutis em Piedade,Sasha Ferreira,animes japoneses,3
Reportagem especial mostra homenagem de Santos aos imigrantes japoneses,Miguel Angelo,animes japoneses,7
5 coisas da vida privada do lider da Coreia do Norte que voce talvez nao saiba,Sasha Ferreira,animes japoneses,1
Serie Japao Olimpico mostra influencia dos japoneses na agricultura da regiao de Piedade,Hugo Sousa,animes japoneses,7
Empresa de games Konami cancela contrato com Griezmann apos video rindo de japoneses,Maria Clara,animes japoneses,1
Primeira cidade a receber imigrantes Santos homenageia japoneses ate hoje,Maria Clara,animes japoneses,2
Olimpiadas de Toquio Japoneses imigrantes desembarcaram no pais pelo porto de Santos,Francisco Jose,animes japoneses,1
Entenda a paixao dos japoneses por tenis,Pedro Henrique,animes japoneses,6
'A saida da crise economica passa pela ciencia e tecnologia' diz presidente da Andifes,Douglas Santos,ciencia e tecnologia,5
Japoneses lembram os 10 anos da tragedia de Fukushima,Sebastiao Silva,animes japoneses,1
Suspeito de atear fogo no estudio da Kyoto Animation e indiciado por assassinato no Japao,Maria Julia,animes japoneses,6
Bienal Internacional do Livro atrai criancas e incentiva a leitura no Centro de Convencoes,Sasha Ferreira,animes japoneses,3
Santos tem esculturas em homenagem a imigracao japonesa na orla,Francisco Jose,animes japoneses,2
Serie Japao Olimpico mostra a tradicao do taiko preservada em Atibaia,Sasha Ferreira,animes japoneses,1
Festival das Estrelas transforma Sao Paulo num pedacinho do Japao,Maria Julia,animes japoneses,4
Japao pede a China que suspenda testes anais de Covid em japoneses,Pedro Henrique,animes japoneses,5
Evento de Anime e realizado em Barra do Pirai no Sul do Rio,Sebastiao Silva,animes japoneses,7
Confira as fotos dos cosplayers no 'Anime Summer' em Santos,Hugo Sousa,animes japoneses,2
Anima Recife celebra cultura geek e homenageia 30 anos do anime japones Dragon Ball Z,Joao Paulo Araujo,animes japoneses,7
Morre ex-ministro da Ciencia Marco Antonio Raupp,Pedro Henrique,ciencia e tecnologia,4
Festival do Japao reune cosplays de series e animes em Porto Alegre,Teodora Alves,animes japoneses,6
Catsu vai reunir fas de animes e tokusatsus em Uberlandia,Maria Clara,animes japoneses,6
Japones pede divorcio apos esposa destruir colecao de animes e mangas,Tiago Calisto,animes japoneses,6
Politicos japoneses se fantasiam de 'Dragon Ball Z' em inauguracao de museu,Miguel Angelo,animes japoneses,4
Super-Con oferece programacao voltada as culturas pop e japonesa em Olinda,Francisco Jose,animes japoneses,6
Japoneses pedem fim da pandemia em santuario de Toquio,Maria Clara,animes japoneses,6
Inspirada em animes Vultus esta nos planos de producao da Honda,Joao Paulo Araujo,animes japoneses,6
Mais de 13 milhao de japoneses ou descendentes vivem no estado de Sao Paulo,Douglas Santos,animes japoneses,5
Universo dos personagens de anime e tema de exposicao em Belem,Francisco Jose,animes japoneses,2
Festival da cultura nerd 11o Anime Friends acontece ate o dia 27 em SP,Thales Peres,animes japoneses,4
Ministro da Ciencia Tecnologia e Inovacoes Marcos Pontes diz que esta com Covid-19,Joao Paulo Araujo,ciencia e tecnologia,4
Maioria das vitimas de incendio na Kyoto Animation morreu no acesso ao telhado,Miguel Angelo,animes japoneses,2
Meio Dia Parana faz homenagem a imigracao japonesa no Brasil que completa 113 anos,Teodora Alves,animes japoneses,2
Evento em Sao Paulo reune fas de super-herois japoneses,Teodora Alves,animes japoneses,3
No AM evento de anime tera estrela da musica japonesa e atracoes nacionais,Maria Clara,animes japoneses,6
Festa da Colonia Japonesa e realizada neste fim de semana em Sorocaba,Sebastiao Silva,animes japoneses,2
Festival Anime Friends 2013 traz competicoes de games a SP,Hugo Sousa,animes japoneses,6
O homem que ensina japoneses a chorar e a expressar emocoes,Teodora Alves,animes japoneses,6
Altos custos e avanco da Covid-19 deixam japoneses inseguros com Olimpiadas,Teodora Alves,animes japoneses,3
Serie Japao Olimpico mostra tradicao do cultivo da Flor de Lotus,Douglas Santos,animes japoneses,5
Japoneses e americanos enfrentam onda de calor,Teodora Alves,animes japoneses,2
'Desigualdade Regional' e o tema da redacao do primeiro Enem Digital,Douglas Santos,ciencia e tecnologia,4
Anime sua sexta-feira com o grupo Candeia do Samba,Francisco Jose,animes japoneses,6
Cultura japonesa agita Sao Paulo com o Anime Friends,Miguel Angelo,animes japoneses,7
Resumao diario #41 Terca-feira 18 de maio,Joao Paulo Araujo,animes japoneses,5
Animazon traz shows concursos e games neste final de semana a Belem,Teodora Alves,animes japoneses,2
Manaus recebera exposicao sobre personagens de desenhos japoneses,Teodora Alves,animes japoneses,7
Apos suicidio do pai designer cria capacete 'anti-estresse',Sasha Ferreira,animes japoneses,5
Super Amostra Nacional de Animes comeca nesta sexta em Fortaleza,Hugo Sousa,animes japoneses,2
Anime Friends 2019 leva 60 mil pessoas ao Anhembi; veja FOTOS,Teodora Alves,animes japoneses,2
Londrina Matsuri tem arte cultura e gastronomia ate domingo (9) no Parque Ney Braga,Tiago Calisto,animes japoneses,3
Irmaos Russo esquecem herois da Marvel e preparam filmes mais politicos e serios,Douglas Santos,animes japoneses,5
Ministerio da Ciencia e Tecnologia divulga lista dos candidatos para cargo de novo diretor,Tiago Calisto,ciencia e tecnologia,3
Icones da cultura japonesa sao temas de evento em Santarem no Para,Joao Paulo Araujo,animes japoneses,3
O Programao e visitar o Japao sem sair da cidade indo ao Rio Matsuri,Maria Clara,animes japoneses,6
Em SP aos 107 anos imigrante japonesa tem alta apos 16 dias internada com Covid,Francisco Jose,animes japoneses,6
Japoneses se fantasiam para assistir a estreia do Japao na Copa em PE,Miguel Angelo,animes japoneses,7
Roberto Menescal ganha tributo de artistas japoneses pelos 60 anos da cancao 'O barquinho',Sasha Ferreira,animes japoneses,4
Raca Negra Mumuzinho e festivais sao atracoes do fim de semana no Sul de MG,Hugo Sousa,animes japoneses,5
Japao olimpico conheca a unica cidade com plantacao comercial da flor de lotus no Brasil,Douglas Santos,animes japoneses,2
Em Roraima inscritos fazem segunda etapa da prova digital do Enem neste domingo (7),Hugo Sousa,ciencia e tecnologia,5
Apos demissao Ministro da Ciencia e tecnologia apresenta nova estrutura do Inpe,Joao Paulo Araujo,ciencia e tecnologia,6
Veja as 119 vagas de emprego oferecidas no Sine de Campina Grande a partir desta segunda (22),Miguel Angelo,ciencia e tecnologia,3
Cimenti sobre movimento antivacina 'O que a ciencia entregou a politica destruiu',Francisco Jose,ciencia e tecnologia,3
Brazil at Silicon Valley 2021 debate futuro da educacao nesta terca,Joao Paulo Araujo,educacao,1
11 empresas abrem vagas de emprego e estagio; veja lista,Hugo Sousa,ciencia e tecnologia,7
Ministerio da Ciencia e Tecnologia divulga lista dos candidatos para cargo de novo diretor do Inpe,Hugo Sousa,ciencia e tecnologia,7
Carlos Wizard recusa convite para assumir Secretaria de Ciencia Tecnologia e Insumos,Miguel Angelo,ciencia e tecnologia,6
Cameras de reconhecimento facial sao instaladas em Pato Branco,Sasha Ferreira,ciencia e tecnologia,7
Carlos Wizard recusa convite pro cargo de secretario de Ciencia e Tecnologia na Saude,Miguel Angelo,ciencia e tecnologia,1
La Vem o Enem 2020 aula virtual com professor de fisica ensina sobre potencia e energia eletrica,Teodora Alves,ciencia e tecnologia,6
Distribuicao do Vale Gas segue na proxima semana em Sao Luis,Sebastiao Silva,ciencia e tecnologia,1
Veja as 50 vagas de emprego oferecidas no Sine de Campina Grande a partir desta segunda (8),Tiago Calisto,ciencia e tecnologia,4
G1 em 1 minuto Para - Parque de Tecnologia e Ciencia do Guama faz selecao para start-ups,Thales Peres,ciencia e tecnologia,7
Bosque da ciencia recebeu Semana Nacional de Ciencia e Tecnologia,Hugo Sousa,ciencia e tecnologia,1
LDO e modificada e cidades baianas com inadimplencias poderao receber recursos para areas da Saude e Educacao,Joao Paulo Araujo,educacao,5
Sine de Campina Grande oferta mais de 40 vagas de emprego a partir desta quinta (11),Maria Julia,ciencia e tecnologia,2
Ministro da Ciencia e Tecnologia lanca estudo para tratamento da Covid-19 com vermifugo em Juiz de Fora,Tiago Calisto,ciencia e tecnologia,1
Sergipe registra primeiro caso da variante britanica do novo coronavirus,Thales Peres,ciencia e tecnologia,7
Secretaria de ciencia e tecnologia promove curso tecnico de saude bucal em Belem,Sebastiao Silva,ciencia e tecnologia,3
Enem digital tem 1o dia de provas para 24 mil candidatos da regiao de Campinas; veja orientacoes,Tiago Calisto,ciencia e tecnologia,7
Pai Ivo de Xamba recebe titulo de Doutor Honoris Causa da UFPE,Miguel Angelo,religiao,5
Sob protestos Camara de Mogi aprova criacao da Frente Parlamentar em Defesa da Familia Crista,Hugo Sousa,religiao,2
Professor de religiao que mandou nude para alunos de escola no AC diz que foto era para namorada 'Foi um erro',Sebastiao Silva,religiao,4
Discussao sobre politica e religiao termina em socos ameaca e vira caso de policia 'Vou encher voce de tiro',Joao Paulo Araujo,religiao,3
Camara de Mogi aprova Frente Parlamentar em Defesa da Familia Crista,Sebastiao Silva,religiao,5
Volta as aulas nenhuma medida vale para todo o pais dizem conselhos de Educacao e Saude,Miguel Angelo,educacao,2
Religiao - Bloco 3,Miguel Angelo,religiao,6
Influenciadora digital se desculpa publicamente por ofender religiao de matriz africana,Tiago Calisto,religiao,4
Falso pagador de promessas usava religiao para levar cocaina ao estado de SP,Hugo Sousa,religiao,7
#63 Isso e Fantastico - Xuxa como voce nunca ouviu veganismo sexo religiao e polemicas,Sebastiao Silva,religiao,1
Poema erotico traducoes erradas e historias epicas como a Biblia pode ser lida alem da religiao,Maria Clara,religiao,1
Lideres religiosos sao presos durante operacao da Policia Civil em Lavras,Teodora Alves,religiao,6
Ibope de 17 de dezembro para prefeito de Macapa por sexo raca idade renda escolaridade e religiao,Tiago Calisto,religiao,3
PGR defende que pais nao podem impedir a vacinacao dos filhos por ideologia e religiao,Pedro Henrique,religiao,2
Datafolha de 11 de novembro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Maria Clara,religiao,5
Justica condena prefeitura por formulario com perguntas sobre raca e religiao,Pedro Henrique,religiao,6
Pandemia dificultou acesso a educacao nas periferias,Tiago Calisto,educacao,5
Ibope de 3 de dezembro para prefeito de Macapa por sexo raca idade renda escolaridade e religiao,Maria Clara,religiao,7
Jorge Pontual 'Quanta crueldade em nome da religiao',Hugo Sousa,religiao,6
Datafolha de 5 de novembro para prefeito de BH por sexo idade renda escolaridade religiao e raca,Douglas Santos,religiao,2
Ibope de 23 de novembro para prefeito de Fortaleza por sexo idade renda escolaridade religiao e raca,Pedro Henrique,religiao,6
Ibope de 9 de novembro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Sasha Ferreira,religiao,5
Ibope de 9 de novembro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Maria Clara,religiao,5
Datafolha de 19 de novembro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Maria Julia,religiao,1
Ibope de 12 de novembro para prefeito de Cuiaba por sexo idade renda escolaridade religiao e raca,Sasha Ferreira,religiao,3
Monumento em rotula de Porto Alegre celebra a quimbanda religiao de matriz africana,Hugo Sousa,religiao,4
Ibope de 29 de outubro para prefeito de BH por sexo idade renda escolaridade religiao e raca,Douglas Santos,religiao,4
Grupo Etica Educacao e Cultura faz exposicao literaria no hall de entrada do Centro Administrativo em Divinopolis,Maria Clara,educacao,1
Datafolha de 5 de novembro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Hugo Sousa,religiao,1
Datafolha de 22 de outubro para prefeito de BH por sexo idade renda escolaridade religiao e raca,Miguel Angelo,religiao,2
Ibope de 18 de novembro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Thales Peres,religiao,4
Ibope de 18 de novembro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Douglas Santos,religiao,1
Ibope de 29 de outubro para prefeito de Porto Alegre por sexo idade renda escolaridade religiao e raca,Pedro Henrique,religiao,6
Datafolha de 22 de outubro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Sebastiao Silva,religiao,6
Datafolha de 8 de outubro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Teodora Alves,religiao,4
Ibope de 2 de outubro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Francisco Jose,religiao,1
Datafolha de 22 de outubro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Thales Peres,religiao,3
Ibope de 30 de outubro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Sebastiao Silva,religiao,4
Abertas inscricoes para cursos de qualificacao profissional do IFSertaoPE,Sasha Ferreira,educacao,6
Ibope de 2 de outubro para prefeito de BH por sexo idade renda escolaridade religiao e raca,Hugo Sousa,religiao,5
Ibope de 14 de outubro para prefeito de Macapa por sexo raca idade renda escolaridade e religiao,Tiago Calisto,religiao,6
Datafolha de 8 de outubro para prefeito de SP por sexo idade renda escolaridade religiao e raca,Maria Julia,religiao,6
Datafolha de 8 de outubro para prefeito de BH por sexo idade renda escolaridade religiao e raca,Tiago Calisto,religiao,2
Ibope de 15 de outubro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Joao Paulo Araujo,religiao,5
Biblioteca com mais de 70 mil titulos preserva cultura do pais sede das Olimpiadas no interior paulista,Maria Julia,religiao,6
Ibope de 2 de outubro para prefeito do Rio por sexo idade renda escolaridade religiao e raca,Teodora Alves,religiao,6
Judia de 85 anos foi assassinada em Paris por causa de sua religiao dizem juizes,Sebastiao Silva,religiao,5
Ialorixa denuncia escola em Salvador por impedir que adolescente de 13 anos entrasse no local com roupa religiosa,Sasha Ferreira,religiao,7
Meteorologia preve chuvas intensas com trovoadas no PI nesta sexta (19) Dia de Sao Jose,Douglas Santos,religiao,3
Concurso da educacao de Alagoas tem inscricoes abertas,Sebastiao Silva,educacao,2
UFJF abre inscricoes para minicurso online de Ciencia da Religiao,Teodora Alves,religiao,5
Apos colapso na saude funcionarios de hospital em Jau fazem 5 minutos de oracao por pacientes com Covid,Joao Paulo Araujo,religiao,2
Apos prisao de homem que usou religiao para abusar de adolescente no AC Federacao nega que ele era pai de santo,Maria Julia,religiao,7
Na Assembleia deputados discutem emprestimos de servidores e religiao,Pedro Henrique,religiao,7
Justica condena Crivella por criar formulario sobre cor e religiao para programa de atividades fisicas no Rio,Tiago Calisto,religiao,3
UFPE anuncia titulo de Doutor Honoris Causa para Ivo de Xamba; 'Que ajude na luta por igualdade racial' diz babalorixa,Hugo Sousa,religiao,1
Covid-19 acompanhe a evolucao da vacinacao na regiao de Piracicaba,Tiago Calisto,religiao,6
Projeto para incluir abertura de templos religiosos como atividade essencial sera votado em Divinopolis,Francisco Jose,religiao,5
Timbo descobre como a percussao contribui para a musica baiana e para a religiao,Teodora Alves,religiao,6
Dia da Oracao; na religiao ela faz a ligacao do material com o espiritual,Thales Peres,religiao,2
Nova secretaria de educacao foi investigada na CPI da educacao em 2005,Douglas Santos,educacao,3
Legado de Glauco e Raoni passa por religiao arte e comunidade,Hugo Sousa,religiao,5
Ladario muda decreto mas OAB ainda diz que Prefeitura e religiao nao se misturam,Maria Clara,religiao,4
Flip 2020 3o dia tem Caetano Veloso Itamar Vieira Junior e Paul B. Preciado,Joao Paulo Araujo,religiao,7
China deteve muculmanos uigures por causa da religiao mostram documentos oficiais,Douglas Santos,religiao,1
OAB acompanha sete denuncias de injuria racial no Maranhao,Hugo Sousa,religiao,3
A horas do fim governo de Trump classifica a China como autora de genocidio contra os uigures,Miguel Angelo,religiao,2
Como a Islandia recriou religiao da era viking,Francisco Jose,religiao,4
Religioso que zombava de vacinas nas redes morre por covid-19 nos EUA,Tiago Calisto,religiao,7
Livro sobre religiao e lancado em Sao Luis,Sasha Ferreira,religiao,7
Maior levante de escravizados na Bahia Revolta dos Males completa 186 anos nesta segunda-feira,Thales Peres,religiao,3
Congresso online sobre o ensino privado debate novos cenarios da educacao apos pandemia no RS,Joao Paulo Araujo,educacao,7
E #FAKE que fotos no Instagram provam que mexicana eleita Miss Universo e casada e deve ser desclassificada,Sasha Ferreira,viagem e turismo,6
O setor de turismo registra aumento na procura por viagens a medida que a vacinacao avanca no pais,Pedro Henrique,viagem e turismo,3
Richard Branson da Virgin Galactic parabeniza Jeff Bezos por voo ao espaco,Joao Paulo Araujo,viagem e turismo,7
Aventureira mae supera desafios e leva filho de 11 meses para fazer trilhas em RR,Maria Julia,viagem e turismo,1
Agencias de viagens apostam na retomada do turismo no MA,Maria Clara,viagem e turismo,1
Corrida espacial quando vai ser minha vez de ir ao espaco?,Teodora Alves,viagem e turismo,4
O que a viagem de Bezos ao espaco e um arremesso de basquete tem em comum,Maria Clara,viagem e turismo,7
'Cruzeiro a lugar nenhum' detecta um caso de coronavirus a bordo e volta a Singapura,Sebastiao Silva,viagem e turismo,3
Agencias de turismo no Brasil oferecem pacotes de viagem nos EUA para quem quer se vacinar,Maria Clara,viagem e turismo,6
'Turismo de vacina' 'Curiosos' de MS cogitam viagens de mais de R$ 20 mil para imunizacao contra Covid nos EUA,Hugo Sousa,viagem e turismo,7
Detran intensifica acoes de educacao na area urbana de Santarem e em Alter do Chao,Francisco Jose,educacao,7
Educacao de Maceio convoca mais 77 professores aprovados no concurso de 2017,Francisco Jose,educacao,6
Reino Unido quer liberar viagens mas esta receoso com riscos diz ministro,Maria Clara,viagem e turismo,2
Cancelamento de viagens na pandemia compromete faturamento de empresas do turismo,Miguel Angelo,viagem e turismo,5
Plataforma de viagens consegue driblar crise no setor de turismo,Thales Peres,viagem e turismo,2
Setor de turismo vive crise no faturamento em viagens,Joao Paulo Araujo,viagem e turismo,6
EUA vacinam turistas e aumenta procura por viagens nas agencias de turismo da PB,Pedro Henrique,viagem e turismo,4
Setor de turismo passa por periodo de crise com viagens remarcadas na pandemia,Teodora Alves,viagem e turismo,2
Empresa de turismo e multada por nao comunicar viagem interestadual,Sebastiao Silva,viagem e turismo,1
Governo do Ceara sanciona lei que prorroga licencas de viagem para operadores de fretamento e turismo,Miguel Angelo,viagem e turismo,2
502% dos turistas visitaram o RN em viagens de carro na alta estacao; Fecomercio aponta crescimento do turismo regional,Pedro Henrique,viagem e turismo,2
Procon fiscaliza cumprimento de lei que obriga presenca de guia nas viagens de turismo,Maria Julia,viagem e turismo,6
Alfabetizacao foi a etapa do ensino mais afetada no Brasil durante a pandemia segundo Unicef,Sebastiao Silva,educacao,4
Estudante de 18 anos viajara com Bezos em 1o voo de turismo espacial apos vencedor de leilao desistir,Francisco Jose,viagem e turismo,5
Bezos faz primeira viagem ao espaco,Sasha Ferreira,viagem e turismo,5
Frio impulsiona turismo em Garanhuns,Teodora Alves,viagem e turismo,2
Depois de Bezos e outros bilionarios quando sera nossa vez de ir ao espaco?,Sasha Ferreira,viagem e turismo,2
EUA mantem restricoes de viagem para quem sai do Brasil,Tiago Calisto,viagem e turismo,3
EUA mantem restricoes a viajantes vindos do Brasil Uniao Europeia e Reino Unido por conta da variante delta,Tiago Calisto,viagem e turismo,4
Quase 6 em cada 10 turistas que visitam Sao Luis sao das regioes Sul e Sudeste,Maria Clara,viagem e turismo,5
Agencia de turismo da ONU pede harmonizacao em protocolos de viagem,Tiago Calisto,viagem e turismo,1
Quem e Richard Branson bilionario aventureiro criador da empresa de astro-turismo Virgin Galactic,Sebastiao Silva,viagem e turismo,1
Procura por viagens e retomada em agencias de turismo da regiao de Itapetininga,Tiago Calisto,viagem e turismo,3
Volta as aulas presenciais como sera o 2o semestre nas escolas de Campo Grande,Maria Julia,educacao,1
Retomada do turismo Agencias de viagens retornam com atividades,Sasha Ferreira,viagem e turismo,6
Agencias de turismo comemoram a procura por viagens no ES,Tiago Calisto,viagem e turismo,5
Com as viagens de fim de ano expectativa e de melhora no setor de turismo de RR,Maria Julia,viagem e turismo,4
Com 14 milhao de viagens a menos na pandemia turismo da regiao de Campinas tem queda de 341% em 2020,Miguel Angelo,viagem e turismo,2
Jeff Bezos homem mais rico do mundo vai ao espaco e agradece a clientes da Amazon 'Voces pagaram',Sebastiao Silva,viagem e turismo,6
Mesmo na pandemia o setor de turismo esta aquecido com viagens nacionais,Sebastiao Silva,viagem e turismo,7
Rumo ao Jalapao Fatima Bernardes e Tulio Gadelha passeiam por praia de Palmas e se encantam com por do sol,Teodora Alves,viagem e turismo,4
Engenheiro sera o primeiro brasileiro no turismo espacial,Sasha Ferreira,viagem e turismo,5
Setor de turismo aposta em viagens mais curtas,Maria Clara,viagem e turismo,2
Setor de turismo e agencias de viagens estao otimistas com voos comerciais em Caruaru,Sasha Ferreira,viagem e turismo,7
Publicado resultado preliminar de selecao para vagas temporarias da Secretaria da Educacao de AL,Sasha Ferreira,educacao,6
Turismo brasileiro e procurado para viagens na pandemia,Hugo Sousa,viagem e turismo,5
Sao Lourenco recebe selo internacional que atesta a cidade como segura para turismo,Maria Julia,viagem e turismo,5
Faturamento dos pequenos negocios no AC ainda esta 39% abaixo do nivel pre-pandemia aponta Sebrae,Sebastiao Silva,viagem e turismo,2
Bezos X Branson propulsao altitude tripulacao e o que mais diferencia os voos dos bilionarios ao espaco,Thales Peres,viagem e turismo,1
Empresa de turismo espacial planeja realizar primeira viagem de teste no mes que vem,Sebastiao Silva,viagem e turismo,7
Passeio virtual por Salvador apresenta historia da cidade; veja datas,Pedro Henrique,viagem e turismo,5
Apos impedir servidores de deixar aldeia no Acre indigenas liberam rio e negociam reuniao com a Funai,Maria Julia,viagem e turismo,4
Blue Origin de Jeff Bezos prepara 1o voo espacial civil e sem piloto,Joao Paulo Araujo,viagem e turismo,5
Educacao Financeira #105 Turismo pos-pandemia; confira dicas para economizar em viagens de lazer,Maria Julia,viagem e turismo,6
Fretadores protestam em frente a ALMG contra projeto para suspender decreto que permitiu viagens de onibus por app,Teodora Alves,viagem e turismo,1
Goiania segue vacinando populacao a partir 39 anos contra a Covid e retoma imunizacao em profissionais da saude e educacao,Thales Peres,educacao,4
Operacao de combate ao transporte clandestino de passageiros apreende 11 veiculos em Campos no RJ,Thales Peres,viagem e turismo,6
Setur oferta cursos gratuitos para profissionais do turismo no MA,Thales Peres,viagem e turismo,2
"Casal a Bordo" influenciadores de viagens passam dicas de aventuras e turismo - Bloco 01,Francisco Jose,viagem e turismo,3
